
model/honest.txt 66 :	1 5 5 2 5 4 6 5 3 4 6 3 6 5 6 4 3 2 4 4 2 6 6 5 4 2 2 1 1 3 4 1 2 1 2 2 6 4 6 6 5 6 4 2 6 2 1 5 3 6 5 4 1 6 4 6 3 5 1 5 3 1 4 5 2 3 2 1 6 5 2 5 4 6 1 5 4 2 1 6 3 1 4 3 4 2 3 5 6 5 2 4 1 6 1 5 4 4 5 5 
model/honest.txt 67 :	3 2 1 5 4 1 3 4 4 5 2 3 1 5 6 4 6 2 2 2 3 1 1 3 6 6 1 3 6 6 5 6 3 4 1 3 4 3 4 4 5 3 6 2 5 6 6 5 1 6 1 2 4 2 1 6 3 6 2 6 5 4 2 2 2 6 1 3 5 4 4 6 4 4 1 1 2 6 6 6 2 5 5 1 3 6 3 4 5 3 6 6 6 2 3 2 5 3 1 2 
model/honest.txt 68 :	6 4 5 3 5 3 2 2 3 2 2 6 3 3 5 6 5 6 1 6 4 6 2 3 3 6 5 2 4 1 3 5 5 6 1 1 1 5 2 6 4 1 1 3 4 5 3 6 1 1 6 2 1 6 4 6 1 4 2 2 6 1 6 1 3 5 6 2 2 4 5 2 5 5 6 2 3 4 3 6 6 1 4 1 2 4 2 5 2 5 6 6 3 2 6 1 4 4 6 2 
model/honest.txt 69 :	4 5 1 5 6 4 1 1 5 2 4 2 4 2 1 2 5 5 1 6 6 3 2 1 6 3 1 5 6 3 5 2 6 4 2 5 3 3 6 6 3 3 4 6 2 6 1 5 3 5 6 3 2 1 5 4 2 4 6 1 6 3 4 3 6 2 3 5 5 3 4 1 4 6 2 1 2 6 1 4 6 6 6 1 4 5 4 3 6 3 3 4 3 2 1 6 5 5 3 1 
model/honest.txt 70 :	6 4 5 1 3 5 3 6 6 1 6 5 1 3 5 6 2 4 1 1 2 3 5 4 4 3 3 6 1 4 6 2 6 5 1 5 2 6 1 6 2 1 5 3 4 2 2 5 2 4 1 4 4 5 5 1 3 1 2 6 5 3 1 3 6 6 5 6 2 5 4 4 4 5 4 6 2 1 5 5 5 6 3 2 3 2 4 2 2 4 2 1 6 3 5 6 5 2 2 3 
model/honest.txt 71 :	2 1 3 3 1 4 6 4 5 6 3 2 5 4 5 4 6 3 5 6 3 1 1 6 3 5 6 3 2 2 5 5 6 5 2 6 6 1 6 6 5 3 2 6 1 5 2 3 5 6 5 3 5 1 6 4 1 6 5 3 5 2 3 3 6 2 3 4 1 6 5 5 3 5 6 2 2 4 5 1 3 5 5 4 5 2 4 4 2 1 4 5 6 2 5 4 2 1 1 1 
model/honest.txt 72 :	6 2 6 1 6 1 6 6 6 2 2 4 1 4 2 2 5 3 6 6 4 5 5 4 4 4 6 3 6 2 4 3 5 3 1 5 1 1 1 4 6 5 1 5 4 6 4 3 1 5 5 3 4 1 5 3 2 3 1 1 4 3 4 1 3 4 2 2 5 2 3 2 1 2 5 2 1 4 2 4 1 2 3 5 6 2 2 4 4 3 6 3 6 4 1 5 3 5 3 5 
model/honest.txt 73 :	1 1 5 1 1 2 6 6 5 3 3 1 3 1 3 3 3 2 1 1 4 1 6 6 4 3 5 3 3 2 3 1 6 6 3 4 6 4 5 4 2 5 3 1 4 2 1 2 1 3 5 1 2 4 1 1 5 6 1 6 3 1 5 2 2 1 3 2 4 4 2 6 5 2 3 3 3 2 2 1 1 2 3 3 1 2 5 3 1 4 6 6 5 2 6 6 5 3 4 3 
model/honest.txt 74 :	6 1 6 3 1 1 4 6 3 1 6 2 6 4 2 4 5 1 1 4 4 6 6 5 1 1 3 1 2 1 6 6 1 3 1 2 2 3 1 3 6 6 3 3 6 5 5 3 6 6 6 6 6 5 6 5 2 2 4 5 3 5 1 2 1 2 1 2 6 4 1 1 4 4 1 4 3 4 4 5 5 4 6 4 5 1 6 6 4 3 3 5 4 1 3 2 1 2 1 5 
model/honest.txt 75 :	5 1 4 6 3 1 1 1 3 2 3 2 5 5 6 2 3 1 1 2 4 2 4 1 4 5 4 1 3 2 5 3 2 6 3 5 4 2 5 1 2 1 1 1 2 6 4 5 5 1 6 5 4 5 4 3 2 5 6 2 6 3 5 1 5 1 4 5 6 3 2 1 5 3 1 6 2 1 6 4 5 3 2 4 4 1 5 2 6 1 3 5 1 6 1 6 6 4 6 6 
model/honest.txt 76 :	3 6 1 1 1 1 4 3 1 3 5 6 6 3 4 2 1 3 4 6 1 1 5 1 2 1 2 1 6 2 5 6 6 1 3 5 6 5 2 4 4 4 1 5 2 3 3 2 2 2 3 5 5 6 1 6 1 2 6 2 5 4 5 3 4 2 5 2 2 1 5 3 3 5 3 3 1 5 3 5 1 3 1 2 2 1 3 6 3 4 6 5 3 4 2 6 4 1 4 1 
model/honest.txt 77 :	1 2 6 6 4 2 4 1 6 1 4 1 2 2 2 3 4 6 2 3 2 1 2 1 4 3 3 3 5 1 5 6 5 4 4 5 4 4 1 2 2 4 2 2 4 1 5 2 6 6 2 2 5 1 6 6 5 6 4 1 3 5 2 6 1 4 5 2 3 5 6 5 5 3 2 6 6 3 1 1 3 3 4 4 1 2 3 2 1 6 4 4 1 3 1 4 5 3 5 4 
model/honest.txt 78 :	1 3 1 5 2 1 6 5 3 4 2 5 4 1 5 2 6 2 2 4 4 5 3 3 5 3 3 6 3 1 3 3 6 1 5 5 3 6 4 3 4 5 6 4 2 5 2 3 3 6 2 4 4 2 6 1 4 3 5 3 2 2 2 4 6 6 5 1 4 3 2 6 5 1 1 1 3 4 5 2 2 4 2 3 6 6 2 5 4 5 2 3 1 3 5 3 1 6 5 6 
model/honest.txt 79 :	1 1 1 2 3 3 4 1 1 1 3 6 2 2 4 6 3 1 2 4 2 3 6 3 2 1 5 2 2 5 5 1 6 4 1 5 1 1 4 4 6 1 3 3 3 1 4 5 1 4 2 4 5 1 3 2 3 4 1 4 5 2 4 6 3 1 4 1 4 1 1 5 1 4 5 5 4 5 1 5 2 1 6 2 6 1 5 4 1 1 5 4 2 4 2 2 2 3 2 4 
model/honest.txt 80 :	4 2 3 1 6 4 6 3 6 5 5 4 5 1 4 2 4 6 6 2 5 1 6 4 6 4 4 6 1 6 5 3 1 5 1 6 1 5 5 6 6 4 6 5 3 4 3 1 6 6 2 6 2 5 5 5 1 6 6 4 4 4 5 5 5 5 2 2 6 4 6 1 6 6 4 3 3 2 1 4 3 6 2 1 3 2 3 5 1 2 4 6 5 4 5 4 2 3 1 6 
model/honest.txt 81 :	6 5 4 1 2 2 2 4 2 6 3 2 2 4 6 1 6 4 1 4 2 2 5 5 4 1 5 6 5 3 2 4 3 3 5 6 4 3 6 5 4 2 5 5 4 3 1 2 3 3 3 3 2 6 4 5 6 5 3 1 5 3 4 2 3 5 4 2 5 3 3 4 1 1 2 1 1 5 6 3 6 5 3 6 6 1 2 1 4 6 4 6 2 6 5 5 5 1 2 6 
model/honest.txt 82 :	1 2 2 4 2 5 3 4 2 5 5 2 4 5 5 4 3 1 6 1 4 2 6 1 2 1 3 1 3 2 3 5 6 4 6 1 4 1 4 4 1 5 4 4 2 6 1 4 2 6 2 5 2 4 6 6 3 6 2 4 3 6 6 5 1 6 1 1 1 2 3 6 1 2 6 3 6 5 5 2 2 3 6 6 4 6 4 5 3 4 5 2 3 1 2 3 6 6 3 1 
model/honest.txt 83 :	6 6 5 1 2 4 6 6 2 6 4 5 3 4 5 2 5 4 2 6 3 1 1 6 2 3 2 5 1 5 2 1 5 3 3 5 3 1 1 1 3 5 2 6 5 1 4 4 1 1 4 3 6 1 5 3 6 6 1 2 5 2 3 5 2 3 5 4 1 5 6 2 1 3 4 2 2 3 2 3 6 4 5 4 3 5 6 2 3 1 5 1 4 6 2 5 2 3 1 5 
model/honest.txt 84 :	6 6 4 1 5 1 6 3 4 5 3 6 3 5 1 2 1 3 6 3 4 5 3 1 5 5 3 6 2 5 2 1 6 6 5 3 4 1 6 6 4 4 1 2 3 6 2 6 5 2 6 3 5 6 6 6 1 3 6 2 5 1 4 1 6 3 5 5 3 4 4 1 1 1 4 6 6 4 2 4 5 5 3 1 2 3 2 4 4 2 4 3 3 1 2 4 5 4 5 1 
model/honest.txt 85 :	5 4 1 2 2 3 4 5 2 6 1 6 2 1 4 3 6 4 4 3 2 3 6 5 3 6 5 2 4 4 6 2 4 3 1 1 6 2 5 6 3 5 6 2 4 2 6 3 5 5 3 5 5 5 2 2 4 4 6 5 6 2 3 2 5 5 5 5 6 6 5 5 1 4 6 5 2 1 3 1 5 2 3 3 2 2 4 6 4 3 3 2 4 4 5 2 2 1 4 4 
model/honest.txt 86 :	1 5 5 6 1 6 5 1 4 4 4 5 2 3 4 6 5 4 5 5 2 3 6 6 1 3 2 5 2 6 2 5 3 2 5 3 5 4 3 1 3 1 3 2 6 5 4 3 4 4 2 4 1 6 2 1 3 2 6 2 4 2 3 1 6 1 3 4 1 6 2 5 5 2 6 4 4 4 6 2 1 1 3 2 3 3 1 4 1 1 5 3 5 3 2 6 1 4 4 6 
model/honest.txt 87 :	3 6 2 1 2 3 2 6 6 6 5 2 2 1 3 3 1 3 3 3 5 3 2 6 4 6 5 5 4 6 5 1 4 3 6 5 6 5 3 1 1 3 4 5 3 5 3 3 3 5 4 3 3 4 2 5 5 6 4 4 2 2 4 1 6 4 4 2 2 1 6 3 1 1 5 6 6 2 6 1 1 5 2 2 5 1 1 2 6 3 2 2 2 1 1 1 2 2 1 4 
model/honest.txt 88 :	2 2 1 1 2 5 6 3 2 4 2 1 2 5 1 3 2 4 2 5 6 2 6 1 3 6 4 2 5 1 6 5 3 5 2 1 6 6 2 4 1 5 4 1 6 3 3 5 4 3 6 3 2 5 2 3 5 5 2 6 3 1 2 4 3 4 2 2 1 2 5 5 1 1 4 4 1 4 1 5 2 5 3 4 1 3 4 4 5 3 1 3 5 1 2 5 6 6 3 2 
model/honest.txt 89 :	3 4 4 1 4 2 1 6 2 1 3 5 4 6 5 5 2 1 4 1 3 1 4 6 3 4 1 2 6 6 1 5 5 5 1 2 5 6 6 6 6 4 3 6 2 6 2 6 3 6 1 4 6 2 4 3 3 5 4 1 6 5 2 4 2 3 4 1 1 1 4 2 6 5 1 6 2 3 4 1 5 2 4 1 5 3 4 3 4 5 4 2 5 5 6 1 5 6 6 5 
model/honest.txt 90 :	5 5 1 5 2 4 3 2 2 3 5 1 6 2 2 6 2 3 2 3 3 1 4 2 3 3 6 6 4 4 2 1 6 5 4 4 1 3 5 4 6 2 2 4 1 1 6 1 1 2 3 6 4 3 5 2 4 3 1 1 5 4 4 2 5 6 4 2 3 2 5 1 2 2 2 6 1 4 5 4 5 6 5 2 5 4 1 5 1 5 1 6 3 1 5 6 4 2 2 2 
model/honest.txt 91 :	5 3 5 1 2 3 3 2 2 3 5 4 6 2 4 1 6 2 2 3 3 1 4 6 2 4 6 1 2 3 2 3 2 6 5 6 5 2 3 6 3 6 4 6 3 6 1 3 4 2 2 3 6 1 6 5 5 1 3 5 5 6 5 3 2 2 6 2 2 5 2 5 3 2 3 3 6 6 3 1 4 4 1 2 3 1 4 6 3 4 4 4 4 4 3 3 3 3 1 1 
model/honest.txt 92 :	3 3 3 6 3 4 6 1 1 5 2 1 2 1 3 4 3 5 5 5 5 5 1 3 3 1 1 5 3 2 6 6 2 3 2 6 5 6 3 3 3 1 1 3 5 1 1 1 1 3 4 4 3 4 2 1 6 4 1 6 6 4 5 3 1 4 2 4 3 1 6 1 5 6 2 1 1 3 3 3 2 6 2 1 1 6 1 1 1 5 2 5 5 6 3 4 6 2 4 1 
model/honest.txt 93 :	4 5 1 6 3 5 2 3 5 2 2 5 2 1 4 5 4 4 3 3 2 5 6 4 4 1 5 4 5 6 1 4 4 5 2 2 1 4 3 6 1 6 3 4 3 5 6 3 6 4 1 2 4 5 2 6 2 3 5 6 4 6 5 1 3 6 4 4 5 5 2 5 4 3 2 1 5 2 2 3 4 5 4 5 1 5 2 2 3 2 2 1 4 4 3 2 2 5 3 3 
model/honest.txt 94 :	6 6 2 2 5 5 3 5 3 6 6 4 1 6 5 4 5 6 5 4 1 1 6 4 4 4 4 4 5 6 6 3 1 6 3 1 3 3 5 1 2 2 3 3 4 2 6 2 4 6 2 6 4 3 4 2 3 1 1 2 3 6 4 4 5 5 5 2 3 2 2 4 4 1 5 3 5 3 3 1 5 1 1 1 1 2 6 5 1 5 1 6 5 5 5 2 4 4 3 2 
model/honest.txt 95 :	4 4 1 2 5 3 2 6 3 2 6 6 1 4 6 1 3 1 3 4 1 3 4 6 4 4 2 4 1 5 1 5 4 6 6 4 5 4 1 5 1 1 3 5 6 2 5 1 6 6 2 4 4 5 5 4 2 2 2 3 3 3 5 4 3 6 2 3 3 5 1 3 2 4 6 1 4 3 5 1 1 4 1 3 4 1 6 4 2 3 1 3 3 3 6 4 3 6 6 3 
model/honest.txt 96 :	5 6 1 6 3 5 5 3 6 3 5 6 5 6 5 4 4 1 1 1 5 3 1 5 3 6 6 4 5 3 2 4 3 4 3 4 5 4 1 4 3 2 1 6 3 4 6 4 4 5 1 6 3 6 4 6 5 1 1 5 5 5 3 2 6 3 2 6 2 1 3 4 4 3 2 2 1 2 5 1 6 6 4 5 4 6 1 6 4 6 2 1 2 1 5 4 3 2 4 5 
model/honest.txt 97 :	1 2 5 1 6 5 5 4 4 3 6 6 5 3 2 4 6 5 5 3 1 6 4 3 5 2 6 6 3 5 5 6 2 5 5 4 5 5 4 3 4 2 3 2 3 3 6 1 4 2 4 4 2 6 3 3 4 5 3 1 4 4 5 2 1 5 4 1 4 6 3 6 2 2 5 5 6 5 3 5 4 3 6 2 5 1 4 3 3 2 6 3 3 3 5 4 2 4 3 5 
model/honest.txt 98 :	2 4 1 5 1 3 4 1 3 4 3 5 3 5 4 1 4 1 1 3 1 4 4 5 3 6 5 5 1 6 3 6 3 3 4 4 4 2 4 2 2 4 6 2 3 1 1 4 6 6 6 6 3 5 5 4 3 6 6 2 2 4 3 1 5 1 1 1 2 4 6 2 2 6 6 2 1 1 3 1 5 3 5 6 4 1 3 2 2 3 3 3 4 1 1 1 5 6 3 2 
model/honest.txt 99 :	2 2 5 6 1 6 3 3 6 2 6 4 2 5 6 2 3 3 6 5 3 1 4 2 3 6 5 3 3 1 4 3 1 4 3 2 6 2 1 3 3 5 2 1 4 2 2 1 6 2 3 1 4 1 2 1 3 1 6 1 6 2 1 2 4 2 1 2 2 2 6 5 4 2 1 2 5 4 2 3 3 4 5 6 4 2 6 1 4 4 4 3 6 3 6 5 4 1 5 5 
